subject,trial,P,T,W,M,label,v,a,t0,z,RT,response,correct,responded,omission,omission_source,deadline_s,p_lapse,v_s2,a_s2,v_gp_raw,a_gp_raw,v_mix,a_mix
1,1,142,480,1315,1795,stranger,-0.5732191066097583,3.3635544272400137,0.2,1.6817772136200069,,0,0,0,1,deadline,1.315,1.0152292788794179e-10,1.7588411778073716,3.5999767469119117,0.21583475384764983,1.126784018462012,0.9873379658275108,2.363380382686962
1,2,142,480,1315,1795,stranger,1.2890331007735516,2.6921401864348993,0.2,1.3460700932174496,0.9850000000000005,1,1,1,0,upper,1.315,1.0152292788794179e-10,1.7588411778073716,3.5999767469119117,0.21583475384764983,1.126784018462012,0.9873379658275108,2.363380382686962
1,3,142,480,1315,1795,stranger,0.12147152869845168,2.003758713705479,0.2,1.0018793568527395,0.5340000000000003,1,1,1,0,upper,1.315,1.0152292788794179e-10,1.7588411778073716,3.5999767469119117,0.21583475384764983,1.126784018462012,0.9873379658275108,2.363380382686962
1,4,142,480,1315,1795,stranger,-0.4908091219741513,1.7976735770551575,0.2,0.8988367885275788,0.6510000000000004,1,1,1,0,upper,1.315,1.0152292788794179e-10,1.7588411778073716,3.5999767469119117,0.21583475384764983,1.126784018462012,0.9873379658275108,2.363380382686962
1,5,142,480,1315,1795,stranger,0.1689340352988269,1.9463882055872284,0.2,0.9731941027936142,0.6040000000000003,2,0,1,0,lower,1.315,1.0152292788794179e-10,1.7588411778073716,3.5999767469119117,0.21583475384764983,1.126784018462012,0.9873379658275108,2.363380382686962
1,6,142,480,1315,1795,stranger,0.026541504989933795,2.699684247078289,0.2,1.3498421235391445,0.5740000000000003,2,0,1,0,lower,1.315,1.0152292788794179e-10,1.7588411778073716,3.5999767469119117,0.21583475384764983,1.126784018462012,0.9873379658275108,2.363380382686962
1,7,142,480,1315,1795,stranger,-0.4097309544829526,2.4078375455935013,0.2,1.2039187727967506,,0,0,0,1,deadline,1.315,1.0152292788794179e-10,1.7588411778073716,3.5999767469119117,0.21583475384764983,1.126784018462012,0.9873379658275108,2.363380382686962
1,8,142,480,1315,1795,stranger,-0.595849363142186,2.42061836258471,0.2,1.210309181292355,0.8760000000000006,1,1,1,0,upper,1.315,1.0152292788794179e-10,1.7588411778073716,3.5999767469119117,0.21583475384764983,1.126784018462012,0.9873379658275108,2.363380382686962
1,9,142,480,1315,1795,stranger,1.6366135423587225,2.1853370705269075,0.2,1.0926685352634538,0.7720000000000005,1,1,1,0,upper,1.315,1.0152292788794179e-10,1.7588411778073716,3.5999767469119117,0.21583475384764983,1.126784018462012,0.9873379658275108,2.363380382686962
1,10,142,480,1315,1795,stranger,2.593765063759769,2.5976582672164645,0.2,1.2988291336082323,0.7220000000000004,1,1,1,0,upper,1.315,1.0152292788794179e-10,1.7588411778073716,3.5999767469119117,0.21583475384764983,1.126784018462012,0.9873379658275108,2.363380382686962
1,11,142,480,1315,1795,stranger,0.27791312623401754,2.321860664497467,0.2,1.1609303322487334,,0,0,0,1,deadline,1.315,1.0152292788794179e-10,1.7588411778073716,3.5999767469119117,0.21583475384764983,1.126784018462012,0.9873379658275108,2.363380382686962
1,12,142,480,1315,1795,stranger,0.8836037296261525,1.9436641836738322,0.2,0.9718320918369161,,0,0,0,1,deadline,1.315,1.0152292788794179e-10,1.7588411778073716,3.5999767469119117,0.21583475384764983,1.126784018462012,0.9873379658275108,2.363380382686962
1,13,142,480,1315,1795,stranger,1.7565546587226502,2.1050173612424516,0.2,1.0525086806212258,0.9440000000000006,1,1,1,0,upper,1.315,1.0152292788794179e-10,1.7588411778073716,3.5999767469119117,0.21583475384764983,1.126784018462012,0.9873379658275108,2.363380382686962
1,14,142,480,1315,1795,stranger,-0.7287692469436149,2.158164234545796,0.2,1.079082117272898,0.5210000000000002,2,0,1,0,lower,1.315,1.0152292788794179e-10,1.7588411778073716,3.5999767469119117,0.21583475384764983,1.126784018462012,0.9873379658275108,2.363380382686962
1,15,142,480,1315,1795,stranger,0.9492981870576409,3.129438080930105,0.2,1.5647190404650524,,0,0,0,1,deadline,1.315,1.0152292788794179e-10,1.7588411778073716,3.5999767469119117,0.21583475384764983,1.126784018462012,0.9873379658275108,2.363380382686962
1,16,142,480,1315,1795,stranger,0.19312400206367553,1.4819130064919963,0.2,0.7409565032459982,0.4680000000000002,1,1,1,0,upper,1.315,1.0152292788794179e-10,1.7588411778073716,3.5999767469119117,0.21583475384764983,1.126784018462012,0.9873379658275108,2.363380382686962
1,17,142,480,1315,1795,stranger,0.37990373974896585,1.805421529063842,0.2,0.902710764531921,0.42300000000000015,2,0,1,0,lower,1.315,1.0152292788794179e-10,1.7588411778073716,3.5999767469119117,0.21583475384764983,1.126784018462012,0.9873379658275108,2.363380382686962
