subject,trial,P,T,W,M,label,v,a,t0,z,RT,response
1,1,90,241,1129,1370,stranger,0.8920881275231136,2.1665489172331363,0.2,1.0832744586165681,1.5839999999999583,1
1,2,90,241,1129,1370,stranger,0.8724926040133775,2.766755989444137,0.2,1.3833779947220686,1.37,0
1,3,90,241,1129,1370,stranger,0.8992596701861911,2.2925777176955173,0.2,1.1462888588477587,0.5690000000000003,1
1,4,90,241,1129,1370,stranger,0.8032809609123904,1.9160797229101423,0.2,0.9580398614550711,1.29699999999999,1
1,5,90,241,1129,1370,stranger,0.7454721968734697,2.1022466849183217,0.2,1.0511233424591608,1.1360000000000008,1
1,6,90,241,1129,1370,stranger,0.8182831980577211,3.2356368913288565,0.2,1.6178184456644282,1.2979999999999898,1
1,7,90,241,1129,1370,stranger,0.7651907836035975,3.1831449973395425,0.2,1.5915724986697712,1.37,0
1,8,90,241,1129,1370,stranger,1.0293350115595978,1.5687981279361827,0.2,0.7843990639680913,0.43800000000000017,2
1,9,90,241,1129,1370,stranger,0.2674829486234541,2.340131386608472,0.2,1.170065693304236,1.9369999999999195,2
1,10,90,241,1129,1370,stranger,1.0368933107516536,2.600616953691928,0.2,1.300308476845964,1.5489999999999622,1
1,11,90,241,1129,1370,stranger,0.8381881445541568,2.0671869292032246,0.2,1.0335934646016123,0.5900000000000003,1
1,12,90,241,1129,1370,stranger,0.913097180270294,2.581759944820607,0.2,1.2908799724103035,0.5250000000000002,1
1,13,90,241,1129,1370,stranger,0.733411674977235,1.7451225024364643,0.2,0.8725612512182321,1.6469999999999514,1
1,14,90,241,1129,1370,stranger,0.4183241407458813,2.7503359265305076,0.2,1.3751679632652538,1.37,0
1,15,90,241,1129,1370,stranger,1.1248795268458394,3.1689167530789,0.2,1.58445837653945,2.02299999999991,1
1,16,90,241,1129,1370,stranger,0.7567885991635676,2.5343539850499615,0.2,1.2671769925249807,1.0960000000000008,1
1,17,90,241,1129,1370,stranger,0.9070943227132454,2.2401299822169545,0.2,1.1200649911084772,1.37,0
1,18,90,241,1129,1370,stranger,0.8495902292443357,1.3826126021824763,0.2,0.6913063010912381,0.3670000000000001,2
1,19,90,241,1129,1370,stranger,0.5614917265056083,1.9730707843195523,0.2,0.9865353921597761,0.6470000000000004,1
1,20,90,241,1129,1370,stranger,0.9059140913350066,2.5957474944915098,0.2,1.2978737472457549,0.9400000000000006,2
1,21,90,241,1129,1370,stranger,0.6548767742168424,1.8471058029976595,0.2,0.9235529014988297,0.4510000000000002,1
1,22,90,241,1129,1370,stranger,0.8377809267874009,2.9940416394266025,0.2,1.4970208197133013,1.0900000000000007,1
1,23,90,241,1129,1370,stranger,0.8022752367603448,2.8311048977841557,0.2,1.4155524488920779,1.37,0
1,24,90,241,1129,1370,stranger,0.5966074929667272,2.3868658858703937,0.2,1.1934329429351969,1.0510000000000006,1
1,25,90,241,1129,1370,stranger,1.1857392420931696,2.4755628565678807,0.2,1.2377814282839403,1.6609999999999498,1
1,26,90,241,1129,1370,stranger,0.8493830778923938,3.335966126098659,0.2,1.6679830630493295,2.0729999999999045,1
1,27,90,241,1129,1370,stranger,0.5104037150907399,2.804887330950032,0.2,1.402443665475016,1.37,0
