subj_idx,condition,z_level,z_subj,stimulus,rt,response_raw,choice
0,neutral,0.5,0.5066141298908036,1,0.5307423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.3867423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.31874230769661577,0,0
0,neutral,0.5,0.5066141298908036,1,0.4207423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.4057423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.6907423076966157,1,1
0,neutral,0.5,0.5066141298908036,1,0.35974230769661575,1,1
0,neutral,0.5,0.5066141298908036,1,0.3407423076966158,0,0
0,neutral,0.5,0.5066141298908036,1,0.38574230769661577,1,1
0,neutral,0.5,0.5066141298908036,1,0.8117423076966157,1,1
0,neutral,0.5,0.5066141298908036,1,0.3357423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.6617423076966158,0,0
0,neutral,0.5,0.5066141298908036,1,0.31874230769661577,0,0
0,neutral,0.5,0.5066141298908036,1,0.6697423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.2957423076966158,0,0
0,neutral,0.5,0.5066141298908036,1,0.4127423076966158,0,0
0,neutral,0.5,0.5066141298908036,1,0.4707423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.6097423076966157,0,0
0,neutral,0.5,0.5066141298908036,1,0.2777423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.5217423076966158,0,0
0,neutral,0.5,0.5066141298908036,1,0.3317423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.4557423076966158,0,0
0,neutral,0.5,0.5066141298908036,1,0.3437423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.4197423076966158,0,0
0,neutral,0.5,0.5066141298908036,1,0.4897423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.2997423076966158,0,0
0,neutral,0.5,0.5066141298908036,1,0.8507423076966159,0,0
0,neutral,0.5,0.5066141298908036,1,0.38574230769661577,1,1
0,neutral,0.5,0.5066141298908036,1,0.2797423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.5017423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.49674230769661576,0,0
0,neutral,0.5,0.5066141298908036,1,0.3067423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,1.1997423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.8067423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.24574230769661579,1,1
0,neutral,0.5,0.5066141298908036,1,0.8537423076966157,1,1
0,neutral,0.5,0.5066141298908036,1,0.4257423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.2877423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.32074230769661577,0,0
0,neutral,0.5,0.5066141298908036,1,0.37374230769661576,1,1
0,neutral,0.5,0.5066141298908036,1,0.6387423076966158,0,0
0,neutral,0.5,0.5066141298908036,1,0.2717423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.2997423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.2677423076966158,0,0
0,neutral,0.5,0.5066141298908036,1,0.2897423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.34974230769661574,0,0
0,neutral,0.5,0.5066141298908036,1,1.3077423076966157,1,1
0,neutral,0.5,0.5066141298908036,1,0.5887423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.37574230769661576,1,1
0,neutral,0.5,0.5066141298908036,1,0.2707423076966158,0,0
0,neutral,0.5,0.5066141298908036,1,0.32074230769661577,1,1
0,neutral,0.5,0.5066141298908036,1,0.31774230769661577,1,1
0,neutral,0.5,0.5066141298908036,1,0.4607423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.5347423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.37274230769661576,1,1
0,neutral,0.5,0.5066141298908036,1,0.7637423076966159,0,0
0,neutral,0.5,0.5066141298908036,1,0.6437423076966158,0,0
0,neutral,0.5,0.5066141298908036,1,0.2677423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.5377423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.2917423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.4087423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.3397423076966158,1,1
0,neutral,0.5,0.5066141298908036,1,0.3297423076966158,0,0
