subject,P,T,W,M,condition_id,label,condition_key,v_s2,a_s2,v_mix,a_mix,v_final,a_final,t0,z,trial,RT,response,omission,responded,deadline_reached,lapse
1,0,30,300,330,P0_T30_W300,self,1,0.9989009312009102,0.18892006817098944,0.9989009312009102,0.18892006817098944,1.0903160551272395,0.3130986064237976,0.2,0.1565493032118988,1,0.21500000000000002,0.0,False,True,False,False
1,0,30,300,330,P0_T30_W300,self,1,0.9989009312009102,0.18892006817098944,0.9989009312009102,0.18892006817098944,0.6869056993287614,0.013084117744137619,0.2,0.006542058872068809,2,0.201,0.0,False,True,False,False
1,0,30,300,330,P0_T30_W300,self,1,0.9989009312009102,0.18892006817098944,0.9989009312009102,0.18892006817098944,1.2240362899428474,0.2058021193429704,0.2,0.1029010596714852,3,0.21200000000000002,0.0,False,True,False,False
1,0,30,300,330,P0_T30_W300,self,1,0.9989009312009102,0.18892006817098944,0.9989009312009102,0.18892006817098944,1.2810703461182742,0.28625729648502024,0.2,0.14312864824251012,4,0.21100000000000002,0.0,False,True,False,False
1,0,30,300,330,P0_T30_W300,self,1,0.9989009312009102,0.18892006817098944,0.9989009312009102,0.18892006817098944,0.4135903746047592,0.45320062472571837,0.2,0.22660031236285919,5,0.22300000000000003,1.0,False,True,False,False
1,0,30,300,330,P0_T30_W300,self,1,0.9989009312009102,0.18892006817098944,0.9989009312009102,0.18892006817098944,0.6082470791422148,0.08926047066718913,0.2,0.044630235333594566,6,,,True,False,False,True
1,0,30,300,330,P0_T30_W300,self,1,0.9989009312009102,0.18892006817098944,0.9989009312009102,0.18892006817098944,1.0372530521510959,0.1737040463023029,0.2,0.08685202315115145,7,,,True,False,False,True
1,0,30,300,330,P0_T30_W300,self,1,0.9989009312009102,0.18892006817098944,0.9989009312009102,0.18892006817098944,0.9040281534978355,0.4495429725058447,0.2,0.22477148625292234,8,0.3000000000000001,1.0,False,True,False,False
1,0,30,300,330,P0_T30_W300,stranger,0,0.23973622348821844,0.18892006817098944,0.23973622348821844,0.18892006817098944,0.2346958762369318,0.345336905112241,0.2,0.1726684525561205,1,0.22300000000000003,1.0,False,True,False,False
1,0,30,300,330,P0_T30_W300,stranger,0,0.23973622348821844,0.18892006817098944,0.23973622348821844,0.18892006817098944,-0.016176954783855557,0.41520055816012924,0.2,0.20760027908006462,2,0.20700000000000002,1.0,False,True,False,False
1,0,30,300,330,P0_T30_W300,stranger,0,0.23973622348821844,0.18892006817098944,0.23973622348821844,0.18892006817098944,0.503555615947067,0.11010275701090304,0.2,0.05505137850545152,3,0.20600000000000002,0.0,False,True,False,False
1,0,30,300,330,P0_T30_W300,stranger,0,0.23973622348821844,0.18892006817098944,0.23973622348821844,0.18892006817098944,0.4730738041169029,0.2782462036551479,0.2,0.13912310182757395,4,0.2910000000000001,1.0,False,True,False,False
1,0,30,300,330,P0_T30_W300,stranger,0,0.23973622348821844,0.18892006817098944,0.23973622348821844,0.18892006817098944,0.25954543275658326,0.1941710285791792,0.2,0.0970855142895896,5,0.22000000000000003,1.0,False,True,False,False
1,0,30,300,330,P0_T30_W300,stranger,0,0.23973622348821844,0.18892006817098944,0.23973622348821844,0.18892006817098944,0.5779085855786283,0.08059421644534939,0.2,0.040297108222674696,6,0.20400000000000001,0.0,False,True,False,False
1,0,30,300,330,P0_T30_W300,stranger,0,0.23973622348821844,0.18892006817098944,0.23973622348821844,0.18892006817098944,0.3799890261638321,0.009309012857880439,0.2,0.004654506428940219,7,0.201,0.0,False,True,False,False
1,0,30,300,330,P0_T30_W300,stranger,0,0.23973622348821844,0.18892006817098944,0.23973622348821844,0.18892006817098944,-0.018051515376753036,0.5814281383066575,0.2,0.29071406915332876,8,0.26800000000000007,1.0,False,True,False,False
2,0,30,600,630,P0_T30_W600,self,1,0.9989009312009102,2.0679930605219723,0.9989009312009102,2.0679930605219723,1.1095261664256597,2.005752023402204,0.2,1.002876011701102,1,,,True,False,False,True
2,0,30,600,630,P0_T30_W600,self,1,0.9989009312009102,2.0679930605219723,0.9989009312009102,2.0679930605219723,0.7112361509522105,2.310885798260561,0.2,1.1554428991302805,2,,,True,False,False,True
2,0,30,600,630,P0_T30_W600,self,1,0.9989009312009102,2.0679930605219723,0.9989009312009102,2.0679930605219723,1.2624360215930919,2.2293370479182593,0.2,1.1146685239591296,3,,,True,False,True,False
2,0,30,600,630,P0_T30_W600,self,1,0.9989009312009102,2.0679930605219723,0.9989009312009102,2.0679930605219723,0.9839231579050343,2.1267930177356473,0.2,1.0633965088678237,4,0.5580000000000003,1.0,False,True,False,False
2,0,30,600,630,P0_T30_W600,self,1,0.9989009312009102,2.0679930605219723,0.9989009312009102,2.0679930605219723,0.943442222137332,1.976754878136251,0.2,0.9883774390681255,5,,,True,False,True,False
2,0,30,600,630,P0_T30_W600,self,1,0.9989009312009102,2.0679930605219723,0.9989009312009102,2.0679930605219723,0.7946220678797278,2.304235976869155,0.2,1.1521179884345776,6,,,True,False,True,False
2,0,30,600,630,P0_T30_W600,self,1,0.9989009312009102,2.0679930605219723,0.9989009312009102,2.0679930605219723,1.3656633328031194,2.0581662386150645,0.2,1.0290831193075323,7,,,True,False,True,False
2,0,30,600,630,P0_T30_W600,self,1,0.9989009312009102,2.0679930605219723,0.9989009312009102,2.0679930605219723,0.9525420865802695,1.9074443973884045,0.2,0.9537221986942023,8,0.5750000000000003,1.0,False,True,False,False
2,0,30,600,630,P0_T30_W600,stranger,0,0.23973622348821844,2.0679930605219723,0.23973622348821844,2.0679930605219723,0.11123787683928626,1.989221377723445,0.2,0.9946106888617225,1,,,True,False,True,False
2,0,30,600,630,P0_T30_W600,stranger,0,0.23973622348821844,2.0679930605219723,0.23973622348821844,2.0679930605219723,0.13409615834174957,2.30225977929748,0.2,1.15112988964874,2,,,True,False,True,False
2,0,30,600,630,P0_T30_W600,stranger,0,0.23973622348821844,2.0679930605219723,0.23973622348821844,2.0679930605219723,0.39942897915422304,2.3330154954991387,0.2,1.1665077477495693,3,0.6690000000000004,0.0,False,True,False,False
2,0,30,600,630,P0_T30_W600,stranger,0,0.23973622348821844,2.0679930605219723,0.23973622348821844,2.0679930605219723,0.3493694427974419,2.262486151388633,0.2,1.1312430756943166,4,0.6790000000000004,0.0,False,True,False,False
2,0,30,600,630,P0_T30_W600,stranger,0,0.23973622348821844,2.0679930605219723,0.23973622348821844,2.0679930605219723,0.36355600696701496,2.3330290151897897,0.2,1.1665145075948948,5,,,True,False,True,False
2,0,30,600,630,P0_T30_W600,stranger,0,0.23973622348821844,2.0679930605219723,0.23973622348821844,2.0679930605219723,0.3689825243905832,1.2543733251975453,0.2,0.6271866625987726,6,0.5870000000000003,0.0,False,True,False,False
2,0,30,600,630,P0_T30_W600,stranger,0,0.23973622348821844,2.0679930605219723,0.23973622348821844,2.0679930605219723,0.8822305037493567,1.872404579896474,0.2,0.936202289948237,7,0.4920000000000002,1.0,False,True,False,False
2,0,30,600,630,P0_T30_W600,stranger,0,0.23973622348821844,2.0679930605219723,0.23973622348821844,2.0679930605219723,0.11781171857283376,2.229660247167805,0.2,1.1148301235839024,8,,,True,False,True,False
3,0,30,1500,1530,P0_T30_W1500,self,1,0.9989009312009102,3.599670902854132,0.9989009312009102,3.599670902854132,0.845228112479449,3.8147165624529213,0.2,1.9073582812264607,1,1.1950000000000007,1.0,False,True,False,False
3,0,30,1500,1530,P0_T30_W1500,self,1,0.9989009312009102,3.599670902854132,0.9989009312009102,3.599670902854132,0.7547691127265469,3.366790470699816,0.2,1.683395235349908,2,,,True,False,True,False
3,0,30,1500,1530,P0_T30_W1500,self,1,0.9989009312009102,3.599670902854132,0.9989009312009102,3.599670902854132,1.1836947579735588,3.8609349391619334,0.2,1.9304674695809667,3,,,True,False,False,True
3,0,30,1500,1530,P0_T30_W1500,self,1,0.9989009312009102,3.599670902854132,0.9989009312009102,3.599670902854132,1.3375926190171776,4.023893357749292,0.2,2.011946678874646,4,,,True,False,True,False
3,0,30,1500,1530,P0_T30_W1500,self,1,0.9989009312009102,3.599670902854132,0.9989009312009102,3.599670902854132,0.9647166939044477,4.014388326467964,0.2,2.007194163233982,5,1.6579999999999502,1.0,False,True,False,False
3,0,30,1500,1530,P0_T30_W1500,self,1,0.9989009312009102,3.599670902854132,0.9989009312009102,3.599670902854132,0.7468539881121518,3.512203302023398,0.2,1.756101651011699,6,1.0150000000000006,1.0,False,True,False,False
3,0,30,1500,1530,P0_T30_W1500,self,1,0.9989009312009102,3.599670902854132,0.9989009312009102,3.599670902854132,0.7515565664935383,3.686994095942684,0.2,1.843497047971342,7,0.8490000000000004,1.0,False,True,False,False
3,0,30,1500,1530,P0_T30_W1500,self,1,0.9989009312009102,3.599670902854132,0.9989009312009102,3.599670902854132,1.1940787675483204,3.6846370611753083,0.2,1.8423185305876542,8,1.4279999999999755,1.0,False,True,False,False
3,0,30,1500,1530,P0_T30_W1500,stranger,0,0.23973622348821844,3.599670902854132,0.23973622348821844,3.599670902854132,0.46271247484925115,3.572257190574767,0.2,1.7861285952873835,1,1.4109999999999774,1.0,False,True,False,False
3,0,30,1500,1530,P0_T30_W1500,stranger,0,0.23973622348821844,3.599670902854132,0.23973622348821844,3.599670902854132,0.4026825039797769,3.383401672195603,0.2,1.6917008360978014,2,,,True,False,True,False
3,0,30,1500,1530,P0_T30_W1500,stranger,0,0.23973622348821844,3.599670902854132,0.23973622348821844,3.599670902854132,0.040083311301610164,3.4569092583855467,0.2,1.7284546291927734,3,,,True,False,True,False
3,0,30,1500,1530,P0_T30_W1500,stranger,0,0.23973622348821844,3.599670902854132,0.23973622348821844,3.599670902854132,0.30938462040823433,3.0697829439442867,0.2,1.5348914719721434,4,,,True,False,True,False
3,0,30,1500,1530,P0_T30_W1500,stranger,0,0.23973622348821844,3.599670902854132,0.23973622348821844,3.599670902854132,0.2747419662304369,3.8550203238142315,0.2,1.9275101619071158,5,,,True,False,True,False
3,0,30,1500,1530,P0_T30_W1500,stranger,0,0.23973622348821844,3.599670902854132,0.23973622348821844,3.599670902854132,0.3053428025069223,3.6173278600287175,0.2,1.8086639300143588,6,,,True,False,True,False
3,0,30,1500,1530,P0_T30_W1500,stranger,0,0.23973622348821844,3.599670902854132,0.23973622348821844,3.599670902854132,0.5011648568726754,3.9368885204913164,0.2,1.9684442602456582,7,,,True,False,True,False
3,0,30,1500,1530,P0_T30_W1500,stranger,0,0.23973622348821844,3.599670902854132,0.23973622348821844,3.599670902854132,0.30681488812062313,3.065525181603086,0.2,1.532762590801543,8,,,True,False,True,False
4,0,100,300,400,P0_T100_W300,self,1,1.5052201929507616,0.3576087660663526,1.5052201929507616,0.3576087660663526,1.70889426187233,0.3070474551037476,0.2,0.1535237275518738,1,0.2740000000000001,1.0,False,True,False,False
4,0,100,300,400,P0_T100_W300,self,1,1.5052201929507616,0.3576087660663526,1.5052201929507616,0.3576087660663526,1.525493913797429,0.6413147425647898,0.2,0.3206573712823949,2,0.41200000000000014,0.0,False,True,False,False
4,0,100,300,400,P0_T100_W300,self,1,1.5052201929507616,0.3576087660663526,1.5052201929507616,0.3576087660663526,1.5919560125577568,0.21031865633368688,0.2,0.10515932816684344,3,0.24000000000000005,1.0,False,True,False,False
4,0,100,300,400,P0_T100_W300,self,1,1.5052201929507616,0.3576087660663526,1.5052201929507616,0.3576087660663526,1.6946066607023238,0.3999836620053641,0.2,0.19999183100268206,4,0.3100000000000001,1.0,False,True,False,False
4,0,100,300,400,P0_T100_W300,self,1,1.5052201929507616,0.3576087660663526,1.5052201929507616,0.3576087660663526,1.0680734469940616,0.39530848872487756,0.2,0.19765424436243878,5,0.3030000000000001,1.0,False,True,False,False
4,0,100,300,400,P0_T100_W300,self,1,1.5052201929507616,0.3576087660663526,1.5052201929507616,0.3576087660663526,1.4093188280435711,0.1154107825150133,0.2,0.05770539125750665,6,0.20800000000000002,1.0,False,True,False,False
4,0,100,300,400,P0_T100_W300,self,1,1.5052201929507616,0.3576087660663526,1.5052201929507616,0.3576087660663526,1.3641083966629228,0.08756707203756864,0.2,0.04378353601878432,7,0.20600000000000002,1.0,False,True,False,False
4,0,100,300,400,P0_T100_W300,self,1,1.5052201929507616,0.3576087660663526,1.5052201929507616,0.3576087660663526,1.313556838477759,0.753204773164247,0.2,0.3766023865821235,8,0.25100000000000006,0.0,False,True,False,False
4,0,100,300,400,P0_T100_W300,stranger,0,0.3612528463081828,0.3576087660663526,0.3612528463081828,0.3576087660663526,0.27871017094017764,0.37351926424464454,0.2,0.18675963212232227,1,,,True,False,False,True
4,0,100,300,400,P0_T100_W300,stranger,0,0.3612528463081828,0.3576087660663526,0.3612528463081828,0.3576087660663526,0.8097352396785016,0.27241169701534573,0.2,0.13620584850767287,2,0.22100000000000003,1.0,False,True,False,False
4,0,100,300,400,P0_T100_W300,stranger,0,0.3612528463081828,0.3576087660663526,0.3612528463081828,0.3576087660663526,0.10150351160020982,0.33768594082163,0.2,0.168842970410815,3,0.24000000000000005,0.0,False,True,False,False
4,0,100,300,400,P0_T100_W300,stranger,0,0.3612528463081828,0.3576087660663526,0.3612528463081828,0.3576087660663526,0.651736352685627,0.6977231897631869,0.2,0.34886159488159346,4,,,True,False,False,True
4,0,100,300,400,P0_T100_W300,stranger,0,0.3612528463081828,0.3576087660663526,0.3612528463081828,0.3576087660663526,-0.14360808517655865,0.544492509027722,0.2,0.272246254513861,5,,,True,False,False,True
4,0,100,300,400,P0_T100_W300,stranger,0,0.3612528463081828,0.3576087660663526,0.3612528463081828,0.3576087660663526,0.2607873373124503,0.4467827903843665,0.2,0.22339139519218326,6,0.26800000000000007,0.0,False,True,False,False
4,0,100,300,400,P0_T100_W300,stranger,0,0.3612528463081828,0.3576087660663526,0.3612528463081828,0.3576087660663526,0.41007876583968444,0.07104968929157979,0.2,0.035524844645789894,7,0.20400000000000001,0.0,False,True,False,False
4,0,100,300,400,P0_T100_W300,stranger,0,0.3612528463081828,0.3576087660663526,0.3612528463081828,0.3576087660663526,0.5371195457159662,0.23984787415814568,0.2,0.11992393707907284,8,,,True,False,False,True
5,0,100,600,700,P0_T100_W600,self,1,1.5052201929507616,2.6318108830680176,1.5052201929507616,2.6318108830680176,1.718588166888618,2.6108133272374414,0.2,1.3054066636187207,1,0.6480000000000004,1.0,False,True,False,False
