subj_idx,rt,response,identity,omission
0,0.534732200001599,1,0,0
0,0.296332899997651,0,1,0
0,0.32950969999365,0,0,0
0,0.283908699995663,1,1,0
0,0.285102000001643,1,1,0
0,0.307197100002668,0,0,0
0,0.6799999999999999,0,0,1
0,0.283273300003202,0,1,0
0,0.393402000001515,1,0,0
0,0.283210499997949,1,1,0
0,0.6799999999999999,0,0,1
0,0.284317000005103,0,1,0
0,0.53869190000114,1,1,0
0,0.6799999999999999,0,0,1
0,0.473732300000847,0,1,0
0,0.6799999999999999,0,0,1
0,0.283290499995928,1,1,0
0,0.442678399995202,1,0,0
0,0.362481100004516,0,1,0
0,0.283502899997984,0,0,0
0,0.6799999999999999,0,0,1
0,0.28334769999492,1,1,0
0,0.6799999999999999,0,1,1
0,0.6799999999999999,0,0,1
0,0.284121999997296,0,1,0
0,0.283034000000043,0,0,0
0,0.430081600003177,1,0,0
0,0.50400520000403,0,1,0
0,0.6799999999999999,0,1,1
0,0.6799999999999999,0,0,1
0,0.283402100001695,1,0,0
0,0.557375899996259,0,1,0
0,0.552212800001143,1,0,0
0,0.649537500001315,0,1,0
0,0.6799999999999999,0,1,1
0,0.6799999999999999,0,0,1
0,0.662154699995881,1,0,0
0,0.6799999999999999,0,1,1
0,0.6799999999999999,0,1,1
0,0.649782099993899,1,0,0
0,0.617984999997134,0,1,0
0,0.6799999999999999,0,0,1
0,0.6799999999999999,0,0,1
0,0.327860900004453,1,1,0
0,0.552624899995863,0,1,0
0,0.649658200003614,1,0,0
0,0.295387699996354,0,0,0
0,0.6799999999999999,0,1,1
0,0.6799999999999999,0,0,1
0,0.554114900005516,1,1,0
0,0.6799999999999999,0,1,1
0,0.284003500004474,0,0,0
0,0.6799999999999999,0,1,1
0,0.600109999999404,1,0,0
0,0.601201400000718,1,0,0
0,0.506310700002359,1,1,0
0,0.618353700003354,1,0,0
0,0.376681399997324,0,1,0
0,0.6799999999999999,0,0,1
0,0.615802899999835,1,1,0
0,0.6799999999999999,0,0,1
0,0.6799999999999999,0,1,1
0,0.6799999999999999,0,1,1
0,0.650247099998523,1,0,0
0,0.680935299998964,1,1,0
0,0.538148799998453,0,0,0
0,0.6799999999999999,0,1,1
0,0.473364299999957,1,0,0
0,0.6799999999999999,0,0,1
0,0.615773200006515,0,1,0
0,0.6799999999999999,0,0,1
0,0.6799999999999999,0,1,1
0,0.6799999999999999,0,1,1
0,0.6799999999999999,0,0,1
0,0.6799999999999999,0,0,1
0,0.6799999999999999,0,1,1
0,0.6799999999999999,0,0,1
0,0.283887600002345,1,1,0
0,0.491273299994646,1,0,0
0,0.649145199997292,1,1,0
0,0.679854499998328,1,1,0
0,0.554472299998451,0,0,0
0,0.6799999999999999,0,1,1
0,0.664436899998691,1,0,0
0,0.488301400000637,1,1,0
0,0.570248500000162,1,0,0
0,0.618012399994768,1,0,0
0,0.68102540000109,1,1,0
0,0.615606900006242,1,0,0
0,0.6662553999995,1,1,0
0,0.631234500004211,1,1,0
0,0.584366100003535,1,0,0
0,0.469786499998008,0,0,0
0,0.345427400003246,1,1,0
0,0.520926299999701,1,0,0
0,0.283317500005069,0,1,0
0,0.6799999999999999,0,0,1
0,0.6799999999999999,0,1,1
0,0.666006899999047,1,1,0
0,0.410486300002958,1,0,0
0,0.631242499999644,1,0,0
0,0.553832300000067,1,1,0
0,0.6799999999999999,0,0,1
0,0.6799999999999999,0,1,1
0,0.6799999999999999,0,1,1
0,0.473659899995255,1,0,0
0,0.521664400002919,1,1,0
0,0.504638999998861,1,0,0
0,0.553496100001212,1,0,0
0,0.52248509999481,1,1,0
0,0.521309000003384,1,1,0
0,0.537447800001246,1,0,0
0,0.585362600002554,1,0,0
0,0.423637599997164,0,1,0
0,0.283953500002099,0,0,0
0,0.6799999999999999,0,1,1
0,0.6799999999999999,0,0,1
0,0.648610299998836,0,1,0
0,0.422421100003703,1,0,0
0,0.520884600002319,1,1,0
0,0.61777340000117,1,0,0
0,0.584658300002047,1,1,0
0,0.680950000001758,1,1,0
0,0.650211300002411,1,0,0
0,0.6799999999999999,0,1,1
0,0.502994999995281,1,0,0
0,0.473151600002893,0,1,0
0,0.6799999999999999,0,0,1
0,0.6799999999999999,0,1,1
0,0.646718700001657,0,0,0
0,0.6799999999999999,0,1,1
0,0.409856799997215,1,0,0
0,0.457917899999302,1,1,0
0,0.505069899998489,1,0,0
0,0.645780599996215,1,1,0
0,0.409734900000331,1,0,0
0,0.663863700006914,1,1,0
0,0.489749500004109,1,0,0
0,0.6799999999999999,0,1,1
0,0.6799999999999999,0,0,1
0,0.585773899998458,0,1,0
0,0.552949800003262,0,0,0
0,0.6799999999999999,0,1,1
0,0.597768200001155,1,0,0
0,0.491291700003785,1,0,0
0,0.584136400000716,1,1,0
0,0.617752099999052,0,1,0
0,0.615569499997946,1,0,0
0,0.473120099995867,1,1,0
0,0.6799999999999999,0,0,1
0,0.6799999999999999,0,0,1
0,0.487147299994831,1,1,0
0,0.489309399999911,1,0,0
0,0.600371199994697,1,1,0
0,0.6799999999999999,0,1,1
0,0.422770799996215,0,0,0
0,0.556723900001089,1,0,0
0,0.345229600003222,1,1,0
0,0.376153799996246,1,0,0
0,0.584465600004478,1,1,0
0,0.617753600003198,1,0,0
0,0.425575099994603,1,1,0
0,0.565132200004882,1,1,0
0,0.31305219999922,1,0,0
0,0.505858599994099,1,1,0
0,0.377501399998437,1,0,0
0,0.487505999997666,0,0,0
0,0.537494899996091,1,1,0
0,0.568685499994899,1,0,0
0,0.663332600001013,1,1,0
0,0.6799999999999999,0,1,1
0,0.6799999999999999,0,0,1
0,0.6799999999999999,0,0,1
0,0.6799999999999999,0,1,1
0,0.489302899994073,0,1,0
0,0.600913199996285,1,0,0
0,0.421797200004221,1,1,0
0,0.600624699996843,0,0,0
0,0.645309499996074,1,1,0
0,0.6799999999999999,0,0,1
0,0.6799999999999999,0,1,1
0,0.6799999999999999,0,0,1
0,0.568622200000391,1,0,0
0,0.4416990000027,1,1,0
0,0.616704500003834,1,1,0
0,0.456528400005482,1,0,0
0,0.550253500005056,1,0,0
0,0.296126900000672,1,1,0
0,0.503807000000961,1,0,0
0,0.56859240000631,1,1,0
0,0.439690100000007,0,1,0
0,0.6799999999999999,0,0,1
0,0.488723999995273,1,0,0
0,0.568281300002127,1,1,0
0,0.358245299998089,1,0,0
0,0.6799999999999999,0,1,1
0,0.6799999999999999,0,1,1
0,0.512194099996123,0,0,0
0,0.6799999999999999,0,1,1
0,0.393032199994195,1,0,0
0,0.6799999999999999,0,1,1
0,0.417882399997325,0,0,0
0,0.440581399998337,1,0,0
0,0.395329699997092,1,1,0
0,0.6799999999999999,0,0,1
0,0.441373199995724,1,1,0
0,0.505064799996035,1,0,0
